program_id,category,location,date_aired,speaker_name,speaker_party,speaker_state,speaker_office,determiner,det_cat,head_noun,noun_cat
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republicans,NNPS
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republicans,NNPS
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,JJ
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republicans,NNPS
179458-2,House Proceeding,"Washington, District of Columbia, United States",Mon Dec  8 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,NULL,NULL,republican,JJ
180087-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jan 21 00:00:00 2004,Dana Rohrabacher,R,California,U.S. Representative,no,DT,democrats,NNPS
180087-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jan 21 00:00:00 2004,Dana Rohrabacher,R,California,U.S. Representative,NULL,NULL,republicans,NNPS
180087-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jan 21 00:00:00 2004,Dana Rohrabacher,R,California,U.S. Representative,the,DT,republican,NNP
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,NULL,NULL,democrat,NNP
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,NULL,NULL,republicans,NNPS
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,the,DT,democrats,NNPS
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,the,DT,republican,NNP
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,the,DT,republican,JJ
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,the,DT,republican,JJ
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,the,DT,republican,JJ
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,the,DT,republicans,NNPS
303080-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  8 00:00:00 2011,Dan Webster,R,Florida,U.S. Representative,the,DT,republican,JJ
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,NULL,NULL,democrats,NNS
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,the,DT,democrats,NNPS
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,the,DT,democrats,NNPS
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,NULL,NULL,democrats,NNS
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,NULL,NULL,republicans,NNS
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,NULL,NULL,democrats,NNS
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,NULL,NULL,democrat,NNP
179811-1,House Proceeding,"Washington, District of Columbia, United States",Tue Jan 20 00:00:00 2004,Mark Foley,R,Florida,U.S. Representative,NULL,NULL,republican,NNP
179197-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov 20 00:00:00 2003,Phil MD Gingrey,R,Georgia,U.S. Representative,the,DT,republican,NNP
179197-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov 20 00:00:00 2003,Phil MD Gingrey,R,Georgia,U.S. Representative,the,DT,democrats,NNPS
179197-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov 20 00:00:00 2003,Phil MD Gingrey,R,Georgia,U.S. Representative,NULL,NULL,republicans,NNPS
179197-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov 20 00:00:00 2003,Phil MD Gingrey,R,Georgia,U.S. Representative,NULL,NULL,republican,JJ
179197-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov 20 00:00:00 2003,Phil MD Gingrey,R,Georgia,U.S. Representative,NULL,NULL,democrats,NNPS
179197-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov 20 00:00:00 2003,Phil MD Gingrey,R,Georgia,U.S. Representative,the,DT,republican,JJ
179197-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov 20 00:00:00 2003,Phil MD Gingrey,R,Georgia,U.S. Representative,the,DT,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,another,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,this,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,this,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,this,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,this,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,this,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republican,NNP
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republican,NNP
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,this,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,this,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,republican,JJ
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,NULL,NULL,democrats,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republicans,NNPS
179161-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 18 00:00:00 2003,Nancy Pelosi,D,California,U.S. Representative,the,DT,republicans,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,JJ
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,JJ
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,NULL,NULL,republican,JJ
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,NULL,NULL,republican,JJ
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,NULL,NULL,republicans,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,NULL,NULL,republicans,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,democrats,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republicans,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republicans,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republicans,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republicans,NNPS
178882-1,House Proceeding,"Washington, District of Columbia, United States",Thu Oct 30 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,the,DT,republican,NNP
178043-1,House Proceeding,"Washington, District of Columbia, United States",Fri Sep  5 00:00:00 2003,"Ronald ""Ron"" M.D. Paul",R,Texas,U.S. Representative,NULL,NULL,republican,JJ
178043-1,House Proceeding,"Washington, District of Columbia, United States",Fri Sep  5 00:00:00 2003,"Ronald ""Ron"" M.D. Paul",R,Texas,U.S. Representative,both,DT,republican,JJ
178043-1,House Proceeding,"Washington, District of Columbia, United States",Fri Sep  5 00:00:00 2003,"Ronald ""Ron"" M.D. Paul",R,Texas,U.S. Representative,NULL,NULL,democrat,NNP
177480-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jul 21 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,NULL,NULL,republican,JJ
